Thu,8:30,Qualification,1,(A),1,1218,2733,3414,231,4587,4256
Thu,8:37,Qualification,2,(A),2,4920,5847,5899,5618,4241,5811
Thu,8:44,Qualification,3,(A),3,303,5166,4085,6070,1730,5839
Thu,8:51,Qualification,4,(A),4,1011,148,1796,4547,971,294
Thu,8:58,Qualification,5,(A),5,5805,4334,5232,670,1678,2990
Thu,9:05,Qualification,6,(A),6,4377,1732,5431,1736,2471,4967
Thu,9:12,Qualification,7,(A),7,597,2013,123,3019,3646,812
Thu,9:19,Qualification,8,(A),8,5254,2405,1684,4216,1425,1712
Thu,9:26,Qualification,9,(A),9,422,6153,3604,70,1538,5996
Thu,9:36,Qualification,10,(A),10,1769,5546,5801,1323,686,346
Thu,9:43,Qualification,11,(A),11,771,3260,364,3324,3397,2438
Thu,9:50,Qualification,12,(A),12,1559,172,869,2046,4060,193
Thu,9:57,Qualification,13,(B),13,5098,5910,1730,3880,294,4920
Thu,10:04,Qualification,14,(B),14,5166,148,5431,5847,4256,1678
Thu,10:11,Qualification,15,(B),15,2733,5232,422,2405,3604,1732
Thu,10:18,Qualification,16,(B),16,4216,2990,5618,5839,1769,3019
Thu,10:25,Qualification,17,(B),17,231,686,303,1684,597,5805
Thu,10:32,Qualification,18,(B),18,1796,3260,4377,5546,123,3414
Thu,10:39,Qualification,19,(B),19,1559,3646,5098,5899,670,70
Thu,10:46,Qualification,20,(B),20,812,4967,2046,1323,4060,4085
Thu,10:53,Qualification,21,(B),21,2013,1011,4547,4241,364,193
Thu,11:03,Qualification,22,(B),22,4587,3880,2438,6070,869,1712
Thu,11:10,Qualification,23,(B),23,346,4334,2471,6153,1425,3324
Thu,11:17,Qualification,24,(B),24,971,172,1736,5996,3397,1218
Thu,11:24,Qualification,25,(C),25,1538,5801,5254,5910,5811,771
Thu,11:31,Qualification,26,(C),26,686,1684,294,3646,4256,4085
Thu,11:38,Qualification,27,(C),27,2046,364,4920,5166,1769,5232
Thu,11:45,Qualification,28,(C),28,3604,812,5546,231,5618,148
Thu,11:52,Qualification,29,(C),29,1730,5805,1425,193,2438,3414
Thu,11:59,Qualification,30,(C),30,5996,4060,597,3260,2471,5847
Thu,12:06,Qualification,31,(C),31,1323,4241,4216,971,5098,2733
Thu,12:13,Qualification,32,(C),32,70,1011,4587,5254,303,4334
Thu,12:20,Qualification,33,(C),33,346,6070,771,1736,1559,1796
Thu,2:30,Qualification,34,(C),34,5899,5801,2990,1712,1538,4377
Thu,2:37,Qualification,35,(C),35,5839,2405,3324,5811,4967,123
Thu,2:44,Qualification,36,(C),36,1732,6153,4547,869,1218,3019
Thu,2:51,Qualification,37,(D),37,172,3880,5910,422,670,5431
Thu,2:58,Qualification,38,(D),38,3397,3414,5254,2013,1678,1323
Thu,3:05,Qualification,39,(D),39,4256,303,2438,5098,1736,2046
Thu,3:12,Qualification,40,(D),40,2471,5546,294,5899,4216,2733
Thu,3:19,Qualification,41,(D),41,5996,123,1425,4241,231,1769
Thu,3:26,Qualification,42,(D),42,1538,2405,597,4334,1730,1796
Thu,3:33,Qualification,43,(D),43,193,5431,1218,3646,3604,2990
Thu,3:40,Qualification,44,(D),44,5166,5618,3324,4587,4060,5910
Thu,3:47,Qualification,45,(D),45,812,686,1678,364,422,971
Thu,3:57,Qualification,46,(D),46,670,3260,869,3019,346,4085
Thu,4:04,Qualification,47,(D),47,70,4920,1712,1732,5805,172
Thu,4:11,Qualification,48,(D),48,4377,6153,1559,5847,3397,1011
Thu,4:18,Qualification,49,(A),49,5232,4547,771,5811,6070,1684
Thu,4:25,Qualification,50,(A),50,2013,5839,4967,5801,3880,148
Thu,4:32,Qualification,51,(A),51,1736,597,2990,5166,123,4060
Thu,4:39,Qualification,52,(A),52,4256,3604,5618,2405,3260,303
Thu,4:46,Qualification,53,(A),53,4587,1323,193,422,5899,1796
Thu,4:53,Qualification,54,(A),54,869,5098,3397,5805,5431,1538
Fri,8:00,Qualification,55,(A),55,1712,6153,971,3646,1769,5910
Fri,8:07,Qualification,56,(A),56,2733,1730,686,4334,771,1559
Fri,8:14,Qualification,57,(A),57,364,5839,294,5996,4377,670
Fri,8:24,Qualification,58,(A),58,1425,5232,812,4547,3880,5847
Fri,8:31,Qualification,59,(A),59,4241,3324,1678,172,5546,2046
Fri,8:38,Qualification,60,(A),60,2013,5811,4085,1732,4216,231
Fri,8:45,Qualification,61,(B),61,3414,6070,3019,2471,70,148
Fri,8:52,Qualification,62,(B),62,1011,4920,1684,4967,5801,1218
Fri,8:59,Qualification,63,(B),63,346,971,3604,2438,5254,597
Fri,9:06,Qualification,64,(B),64,670,5805,1796,4256,6153,2733
Fri,9:13,Qualification,65,(B),65,5431,3646,5839,1425,3260,1323
Fri,9:20,Qualification,66,(B),66,1712,4334,4060,5098,5811,422
Fri,9:27,Qualification,67,(B),67,4085,5910,4241,3397,364,2471
Fri,9:34,Qualification,68,(B),68,1218,123,3880,2046,5899,3414
Fri,9:41,Qualification,69,(B),69,4920,4377,4216,771,193,812
Fri,9:51,Qualification,70,(B),70,3019,5847,4587,4967,1538,5546
Fri,9:58,Qualification,71,(B),71,1769,1730,3324,1684,1736,70
Fri,10:05,Qualification,72,(B),72,5801,5166,869,294,5254,231
Fri,10:12,Qualification,73,(C),73,2013,148,303,346,5232,172
Fri,10:19,Qualification,74,(C),74,6070,1732,1011,686,2990,2405
Fri,10:26,Qualification,75,(C),75,5996,1678,4547,5618,2438,1559
Fri,10:33,Qualification,76,(C),76,3880,193,4085,4334,5546,971
Fri,10:40,Qualification,77,(C),77,1712,1323,4256,364,123,1730
Fri,10:47,Qualification,78,(C),78,5899,5805,4060,3019,771,3604
Fri,10:54,Qualification,79,(C),79,2013,3414,5431,4920,3324,597
Fri,1:00,Qualification,80,(C),80,5847,231,172,1796,5254,5839
Fri,1:07,Qualification,81,(C),81,2405,70,5098,346,4547,5166
Fri,1:17,Qualification,82,(C),82,148,1769,294,3260,1538,1559
Fri,1:24,Qualification,83,(C),83,4216,5232,670,1011,4967,869
Fri,1:31,Qualification,84,(C),84,6070,5910,5801,2733,2046,5996
Fri,1:38,Qualification,85,(D),85,3646,422,5618,4377,3397,1736
Fri,1:45,Qualification,86,(D),86,5811,1218,1732,303,1425,1678
Fri,1:52,Qualification,87,(D),87,812,4241,4587,1684,6153,2990
Fri,1:59,Qualification,88,(D),88,686,2438,5166,2471,2013,172
Fri,2:06,Qualification,89,(D),89,4967,5899,597,5254,4256,4547
Fri,2:13,Qualification,90,(D),90,2046,771,70,971,231,5839
Fri,2:20,Qualification,91,(D),91,1323,148,2405,5910,4377,5805
Fri,2:27,Qualification,92,(D),92,294,670,1712,6070,3324,1218
Fri,2:34,Qualification,93,(D),93,5431,4241,346,1730,422,3019
Fri,2:44,Qualification,94,(D),94,4587,5546,1425,3397,4920,4060
Fri,2:51,Qualification,95,(D),95,3604,3414,1559,6153,364,4216
Fri,2:58,Qualification,96,(D),96,1796,193,5098,686,5232,5996
Fri,3:05,Qualification,97,(A),97,1736,1732,3260,812,4334,5801
Fri,3:12,Qualification,98,(A),98,1684,2471,1538,5618,1678,3880
Fri,3:19,Qualification,99,(A),99,123,5847,2990,869,2733,303
Fri,3:26,Qualification,100,(A),100,4085,1769,1011,5811,2438,3646
Fri,3:33,Qualification,101,(A),101,5254,1218,1730,422,5546,148
Fri,3:40,Qualification,102,(A),102,3019,971,4256,4377,5232,3324
Fri,3:47,Qualification,103,(A),103,231,6153,4967,6070,193,3260
Fri,3:54,Qualification,104,(A),104,1323,3397,3604,5166,1684,1712
Fri,4:01,Qualification,105,(A),105,5910,1425,869,1736,686,5899
